birthday,gender,level,position,department,education_level,major,experience,senority,current_position_experience,time_with_line_manager,salary,stock_option_level,num_working_hours,workplace_requirement_level,overtime,performance_level,work_travel_frequency,work_satisfaction_level,num_job_changes,status,home_distance,coworker_relationship_level,training_frequency,turnover
11/9/85,Male,2,System Engineer,Engineer,master,Technical Degree,10,6,3,4,5333,0,40,very high,No,execellent,low,medium,7,Single,4,outstanding,rarely,No
11/16/93,Male,2,Research Director,Research & Development,bachelor/engineer,Medical,5,3,2,2,4776,2,40,very high,No,outstanding,low,very high,7,Married,3,good,rarely,No
11/28/84,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,6,3,2,2,2542,1,40,very high,No,execellent,low,high,3,Married,4,execellent,rarely,No
7/13/71,Male,2,Laboratory Technician,Research & Development,master,Other,11,4,4,4,6793,1,40,high,Yes,outstanding,none,very high,3,Single,10,good,none,No
11/7/79,Male,2,Research Scientist,Research & Development,bachelor/engineer,Other,17,17,7,9,6156,1,40,high,No,execellent,none,high,1,Single,8,good,none,No
7/15/87,Male,2,System Engineer,Engineer,college,Technical Degree,5,4,2,1,4339,2,40,high,No,execellent,high,very high,2,Married,7,execellent,rarely,No
12/21/82,Female,3,Manager,Research & Development,master,Life Sciences,10,7,6,6,9982,1,40,high,No,execellent,low,low,4,Married,16,execellent,none,No
8/23/81,Male,3,System Engineer,Research & Development,master,Technical Degree,9,9,6,7,8827,2,40,medium,No,outstanding,none,medium,1,Divorced,10,outstanding,frequently,No
7/5/88,Female,1,Manager,Research & Development,master,Medical,2,2,1,1,2342,1,40,very high,Yes,outstanding,low,medium,1,Married,2,outstanding,none,No
3/26/81,Female,1,Human Resources,Research & Development,master,Technical Degree,7,4,3,2,2232,2,40,high,No,execellent,low,high,7,Married,2,outstanding,rarely,No
8/26/85,Male,3,System Engineer,Research & Development,bachelor/engineer,Technical Degree,7,6,3,3,8346,1,40,medium,Yes,execellent,low,high,2,Married,6,outstanding,rarely,No
5/10/65,Male,4,System Engineer,Research & Development,master,Technical Degree,29,5,5,5,13225,2,40,very high,Yes,execellent,low,low,8,Married,6,outstanding,rarely,No
6/16/83,Male,2,Research Director,Research & Development,bachelor/engineer,Other,7,5,2,3,2188,1,40,high,No,execellent,low,low,4,Single,2,outstanding,rarely,No
6/22/86,Male,3,Manager,Research & Development,bachelor/engineer,Medical,13,11,9,7,7687,3,40,very high,No,outstanding,low,high,2,Divorced,5,execellent,rarely,No
11/18/76,Male,2,Research Director,Research & Development,bachelor/engineer,Other,9,3,3,2,5004,0,40,very high,No,execellent,low,high,6,Single,7,good,none,No
11/11/79,Male,3,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,9,5,3,1,9725,3,40,high,Yes,outstanding,low,very high,3,Married,4,outstanding,rarely,No
2/19/82,Male,3,Manager,Research & Development,bachelor/engineer,Medical,14,12,9,5,9643,2,40,medium,No,execellent,low,very high,5,Single,6,good,rarely,No
12/23/82,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,15,10,8,9,2022,2,40,medium,No,execellent,low,medium,2,Single,15,outstanding,frequently,No
4/10/82,Male,2,System Engineer,Engineer,master,Technical Degree,10,9,8,8,4039,1,40,medium,No,outstanding,low,medium,2,Married,2,average,none,No
6/10/84,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,9,8,7,3,4678,1,40,high,No,execellent,high,very high,3,Single,10,outstanding,none,No
9/13/67,Female,3,Laboratory Technician,Research & Development,bachelor/engineer,Medical,31,4,3,3,10516,1,40,high,No,execellent,high,high,6,Married,10,execellent,rarely,No
1/30/81,Male,3,System Engineer,Engineer,bachelor/engineer,Technical Degree,10,7,7,7,8247,2,40,very high,Yes,execellent,low,high,2,Married,8,average,rarely,No
7/23/81,Male,1,Manager,Research & Development,master,Medical,5,2,1,1,2007,3,40,high,No,execellent,low,high,2,Married,9,good,rarely,No
1/28/84,Male,1,Research Scientist,Research & Development,college,Life Sciences,8,4,2,3,3444,1,40,medium,No,execellent,low,very high,5,Single,12,average,none,No
2/23/86,Female,1,Research Scientist,Research & Development,master,Medical,6,5,4,4,2631,0,40,medium,No,outstanding,low,high,2,Single,16,outstanding,none,No
1/30/81,Male,1,Research Scientist,Research & Development,college,Life Sciences,6,5,3,3,2785,2,40,very high,Yes,outstanding,low,medium,1,Married,10,execellent,rarely,No
12/1/75,Male,4,Manufacturing Director,Research & Development,doctor,Technical Degree,23,18,16,8,16596,1,40,high,No,execellent,low,medium,7,Single,2,good,rarely,No
10/28/76,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,13,9,8,8,2451,1,40,medium,No,outstanding,low,high,4,Married,14,good,rarely,No
2/27/95,Male,1,Manufacturing Director,Research & Development,bachelor/engineer,Medical,0,0,0,0,1648,2,40,very high,No,execellent,none,very high,1,Single,2,execellent,frequently,No
11/9/69,Male,2,Research Scientist,Research & Development,master,Other,15,8,5,7,5946,1,40,very high,No,execellent,low,low,4,Married,3,outstanding,none,No
8/9/68,Male,4,Manager,Research & Development,master,Other,29,12,5,5,16879,0,40,medium,No,outstanding,none,very high,2,Single,2,execellent,rarely,No
3/5/87,Male,1,Research Scientist,Research & Development,bachelor/engineer,Life Sciences,8,8,6,7,2625,2,40,low,No,outstanding,low,high,1,Single,21,execellent,none,No
10/2/85,Male,2,Manufacturing Director,Staff,master,Medical,9,2,2,1,6404,1,40,low,No,execellent,low,low,3,Married,5,outstanding,none,No
9/13/86,Male,3,Manufacturing Director,Research & Development,bachelor/engineer,Other,9,7,6,3,8622,0,40,high,No,execellent,low,high,2,Single,22,outstanding,rarely,No
6/27/81,Male,3,Manufacturing Director,Research & Development,master,Medical,14,9,5,5,8853,1,40,high,Yes,execellent,low,high,2,Married,11,execellent,rarely,No
12/8/75,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Medical,22,19,10,12,19411,1,40,low,No,execellent,low,high,5,Married,5,outstanding,rarely,No
4/25/85,Male,3,System Engineer,Engineer,master,Technical Degree,10,9,7,3,8625,2,40,very high,No,execellent,low,high,1,Divorced,16,execellent,rarely,No
6/17/81,Male,1,Healthcare Representative,Research & Development,master,Technical Degree,5,3,3,2,2270,2,40,high,No,execellent,low,high,1,Married,1,execellent,rarely,No
2/25/71,Female,1,Laboratory Technician,Staff,bachelor/engineer,Life Sciences,8,2,2,2,3199,3,40,high,Yes,execellent,low,very high,5,Married,2,good,rarely,No
11/16/68,Female,4,Healthcare Representative,Research & Development,college,Medical,29,13,8,11,13966,1,40,high,Yes,execellent,low,high,4,Single,5,execellent,rarely,No
3/31/72,Male,2,Human Resources,Research & Development,master,Medical,7,4,3,3,4031,1,40,very high,Yes,execellent,low,high,2,Married,8,good,rarely,No
11/28/81,Male,1,Research Scientist,Research & Development,master,Medical,14,7,3,7,2768,2,40,very high,No,outstanding,low,high,4,Divorced,4,execellent,rarely,No
1/7/65,Male,5,Manager,Research & Development,college,Medical,25,5,4,4,18657,1,40,high,No,execellent,low,high,3,Married,6,execellent,none,No
8/28/81,Female,2,System Engineer,Research & Development,master,Technical Degree,15,2,1,1,6815,0,40,high,No,execellent,low,high,7,Single,2,average,none,No
8/21/91,Male,1,Research Scientist,Research & Development,bachelor/engineer,Medical,8,6,5,4,3128,1,40,very high,No,execellent,low,high,3,Single,7,execellent,rarely,No
12/8/68,Male,2,Research Director,Research & Development,bachelor/engineer,Other,13,5,2,2,5480,1,40,very high,No,execellent,low,medium,4,Married,4,outstanding,rarely,No
11/19/83,Male,1,Laboratory Technician,Staff,college,Life Sciences,6,5,4,3,3739,1,40,very high,No,execellent,low,very high,1,Married,3,execellent,none,No
11/9/77,Male,1,Research Director,Research & Development,bachelor/engineer,Medical,10,10,7,4,2561,0,40,high,Yes,execellent,none,high,1,Single,7,outstanding,rarely,No
8/15/86,Male,1,Laboratory Technician,Research & Development,master,Other,4,3,2,2,3980,1,40,medium,No,execellent,low,very high,6,Married,6,execellent,rarely,No
12/1/85,Female,3,Research Director,Research & Development,bachelor/engineer,Medical,11,11,9,9,8941,1,40,very high,No,outstanding,low,very high,2,Single,7,good,rarely,No
12/13/84,Male,2,Manager,Research & Development,college,Life Sciences,14,8,6,1,5129,3,40,very high,Yes,execellent,low,very high,4,Married,3,execellent,rarely,No
9/19/64,Male,2,System Engineer,Engineer,master,Technical Degree,12,5,4,5,5386,1,40,very high,No,execellent,low,medium,3,Married,7,outstanding,rarely,No
5/12/71,Male,2,Manager,Research & Development,master,Medical,10,3,1,2,6136,0,40,medium,Yes,execellent,low,high,3,Single,9,execellent,rarely,No
9/29/78,Male,2,Laboratory Technician,Research & Development,doctor,Other,11,8,7,7,3976,2,40,high,No,execellent,none,very high,3,Married,9,execellent,rarely,No
3/18/77,Male,5,Manufacturing Director,Research & Development,bachelor/engineer,Medical,22,8,1,4,19432,1,40,very high,No,execellent,none,very high,2,Single,9,outstanding,rarely,No
12/11/70,Male,1,Laboratory Technician,Research & Development,master,Medical,11,6,4,3,2080,2,40,very high,No,outstanding,low,very high,4,Single,8,execellent,none,No
1/25/83,Male,2,System Engineer,Engineer,doctor,Technical Degree,8,1,0,0,6651,1,40,very high,No,execellent,none,very high,4,Single,2,good,none,No
5/5/74,Male,1,Laboratory Technician,Research & Development,master,Medical,9,8,7,7,2455,0,40,very high,No,execellent,low,very high,1,Single,10,good,none,No
2/22/82,Male,2,System Engineer,Engineer,bachelor/engineer,Technical Degree,11,8,7,7,6912,1,40,medium,No,execellent,low,high,4,Married,5,execellent,rarely,No
7/5/81,Male,2,Research Director,Research & Development,master,Technical Degree,10,10,7,6,5678,2,40,high,Yes,execellent,low,high,1,Married,13,good,none,No
9/27/71,Male,4,Manager,Research & Development,bachelor/engineer,Life Sciences,26,26,8,9,17892,1,40,high,Yes,execellent,none,high,1,Married,2,outstanding,rarely,No
8/19/87,Male,1,Research Scientist,Research & Development,master,Life Sciences,6,5,4,4,2702,1,40,high,Yes,outstanding,low,high,0,Married,2,outstanding,rarely,No
4/23/84,Female,1,Research Scientist,Research & Development,master,Life Sciences,6,6,6,1,2910,1,40,very high,Yes,execellent,low,very high,1,Married,4,execellent,rarely,No
4/16/63,Male,2,System Engineer,Research & Development,bachelor/engineer,Technical Degree,16,7,3,6,5940,1,40,very high,No,execellent,low,medium,3,Single,4,outstanding,none,No
8/26/83,Male,3,Research Director,Research & Development,bachelor/engineer,Medical,14,13,10,8,11668,1,40,high,Yes,execellent,low,very high,0,Married,9,outstanding,rarely,No
7/26/76,Male,4,Research Director,Research & Development,college,Medical,17,9,8,8,13756,1,40,very high,No,execellent,none,medium,3,Married,8,execellent,frequently,No
5/23/89,Male,2,Laboratory Technician,Research & Development,college,Medical,8,8,7,5,4731,1,40,medium,Yes,execellent,low,low,1,Single,7,outstanding,rarely,No
4/8/70,Male,4,Manager,Research & Development,college,Technical Degree,24,12,9,9,17465,1,40,medium,No,outstanding,low,high,3,Married,4,outstanding,rarely,No
7/1/75,Male,3,Manager,Research & Development,bachelor/engineer,Medical,23,15,7,8,10867,1,40,very high,Yes,execellent,low,low,2,Single,22,execellent,rarely,No
1/2/81,Male,1,Research Scientist,Staff,bachelor/engineer,Medical,7,7,5,4,2858,1,40,high,No,execellent,low,high,1,Single,1,good,rarely,No
12/4/84,Male,1,Laboratory Technician,Research & Development,master,Medical,9,5,3,3,3472,1,40,high,No,outstanding,low,high,3,Married,4,outstanding,rarely,No
8/10/81,Male,3,Manufacturing Director,Research & Development,master,Technical Degree,17,15,10,8,10912,0,40,very high,No,outstanding,low,high,3,Single,20,good,rarely,No
5/7/77,Male,1,Manufacturing Director,Research & Development,college,Life Sciences,1,1,0,1,2272,0,40,very high,No,execellent,low,very high,1,Single,6,outstanding,rarely,No
11/23/79,Female,2,Human Resources,Research & Development,master,Technical Degree,20,8,6,6,5407,2,40,high,Yes,outstanding,low,very high,4,Single,2,good,none,No
5/5/89,Male,1,Research Scientist,Research & Development,bachelor/engineer,Other,5,5,2,4,2071,1,40,very high,No,outstanding,low,very high,2,Single,9,outstanding,rarely,No
7/8/84,Male,2,Research Scientist,Research & Development,master,Technical Degree,6,6,3,4,5503,2,40,very high,Yes,execellent,low,very high,1,Married,2,execellent,none,No
9/2/76,Male,2,Laboratory Technician,Staff,doctor,Other,10,5,4,4,6273,1,40,very high,No,outstanding,none,medium,7,Single,2,good,rarely,No
7/18/83,Male,2,System Engineer,Engineer,master,Technical Degree,8,6,5,3,6502,1,40,high,No,execellent,low,very high,3,Single,5,good,frequently,No
3/11/63,Male,2,Healthcare Representative,Research & Development,master,Life Sciences,13,12,11,8,6304,1,40,high,No,outstanding,none,high,2,Divorced,3,good,rarely,No
12/22/71,Male,5,Manufacturing Director,Research & Development,master,Other,28,10,4,4,19511,1,40,very high,Yes,execellent,low,very high,4,Married,7,good,rarely,No
11/30/85,Female,3,Manufacturing Director,Research & Development,bachelor/engineer,Medical,11,11,9,9,8941,1,40,very high,No,outstanding,low,very high,1,Single,8,good,rarely,No
4/19/90,Male,1,Research Scientist,Research & Development,college,Life Sciences,1,1,0,0,2937,1,40,high,Yes,execellent,low,high,1,Single,1,outstanding,rarely,No
9/26/80,Male,1,Laboratory Technician,Research & Development,bachelor/engineer,Medical,6,5,4,3,2431,1,40,high,No,outstanding,low,medium,1,Single,12,execellent,none,No
8/26/68,Male,2,Healthcare Representative,Research & Development,master,Life Sciences,13,10,9,7,6299,1,40,high,No,outstanding,none,high,2,Divorced,6,good,rarely,No
2/13/81,Male,4,Manufacturing Director,Research & Development,bachelor/engineer,Technical Degree,12,12,8,1,17432,0,40,very high,No,execellent,none,very high,2,Single,16,outstanding,rarely,No
11/18/78,Male,2,Research Scientist,Research & Development,bachelor/engineer,Technical Degree,8,4,4,4,6806,1,40,very high,No,execellent,low,very high,5,Single,13,execellent,none,No
7/12/79,Male,2,System Engineer,Research & Development,doctor,Technical Degree,10,10,9,7,5675,1,40,high,Yes,execellent,low,high,2,Married,10,good,none,No
8/31/78,Female,1,Research Director,Research & Development,master,Other,9,6,4,3,3208,1,40,very high,No,execellent,low,low,4,Married,14,outstanding,rarely,No
7/1/86,Male,1,Research Scientist,Staff,college,Life Sciences,7,5,3,4,3201,1,40,medium,Yes,execellent,low,high,1,Married,2,average,rarely,No
6/16/85,Male,2,System Engineer,Engineer,master,Technical Degree,13,12,7,7,5469,2,40,low,No,execellent,low,very high,1,Married,28,good,rarely,No
1/12/78,Male,2,Manufacturing Director,Research & Development,master,Other,10,3,2,2,5741,1,40,high,No,execellent,none,very high,8,Married,22,execellent,rarely,No
9/30/77,Male,3,Laboratory Technician,Research & Development,bachelor/engineer,Medical,16,13,8,8,8335,1,40,very high,Yes,outstanding,low,low,7,Single,8,outstanding,rarely,No
7/27/68,Male,5,Research Director,Research & Development,bachelor/engineer,Medical,28,9,8,7,19727,1,40,very high,Yes,outstanding,low,high,3,Married,3,execellent,rarely,No
1/12/72,Male,2,Laboratory Technician,Research & Development,master,Other,9,4,2,3,6451,1,40,high,Yes,execellent,low,very high,3,Married,9,outstanding,none,No
3/15/64,Male,4,Manager,Research & Development,college,Other,30,16,10,2,16755,1,40,high,Yes,execellent,none,high,5,Single,2,execellent,rarely,No
11/7/86,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Other,9,8,4,6,9944,1,40,high,No,execellent,none,low,0,Single,11,execellent,rarely,No
11/13/77,Male,2,Manufacturing Director,Staff,bachelor/engineer,Other,15,8,5,5,5016,1,40,medium,Yes,outstanding,low,high,5,Married,6,execellent,rarely,No
12/4/69,Male,2,Manufacturing Director,Research & Development,bachelor/engineer,Other,7,4,3,3,2898,2,40,medium,No,execellent,low,high,2,Married,9,outstanding,none,No
12/20/97,Male,1,Human Resources,Research & Development,bachelor/engineer,Technical Degree,1,1,0,1,1207,1,40,very high,No,outstanding,low,high,1,Single,8,good,rarely,No
7/10/82,Male,1,Laboratory Technician,Research & Development,college,Medical,10,9,6,6,3672,2,40,high,No,execellent,low,very high,2,Single,14,execellent,rarely,No
8/11/88,Male,1,Manufacturing Director,Research & Development,master,Other,7,5,4,3,3200,3,40,very high,No,execellent,low,low,3,Married,14,outstanding,rarely,No
5/7/86,Male,1,Manager,Research & Development,bachelor/engineer,Other,7,6,2,4,2580,1,40,very high,Yes,execellent,low,very high,2,Single,8,outstanding,rarely,No
7/7/72,Male,4,System Engineer,Research & Development,master,Technical Degree,22,13,12,7,13153,1,40,very high,No,execellent,low,high,5,Married,9,good,rarely,No
8/22/85,Female,3,Research Director,Research & Development,bachelor/engineer,Medical,12,9,7,8,11116,1,40,high,No,outstanding,none,very high,4,Single,6,outstanding,none,No
